# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  109       4.017423705176e-10       1.208407686025e-13      -3.912683396987e-12       0.000000000000e+00       7.842340583707e-12       1.065661325659e-12      -6.497722134178e-15 
  110       4.061637189817e-10       1.225572724273e-13      -3.999484284722e-12       0.000000000000e+00       7.652776098013e-12       1.046115401563e-12      -6.423599268804e-15 
  111       4.106049495340e-10       1.242354813455e-13      -4.085667400910e-12       0.000000000000e+00       7.468555446407e-12       1.027058847053e-12      -6.349835670309e-15 
  112       4.150657078704e-10       1.258737525458e-13      -4.171160403423e-12       0.000000000000e+00       7.289706103240e-12       1.008497529214e-12      -6.276567411895e-15 
  113       4.195455437637e-10       1.274704599821e-13      -4.255890515286e-12       0.000000000000e+00       7.116222410003e-12       9.904340870865e-13      -6.203928811531e-15 
  114       4.240439076567e-10       1.290239956038e-13      -4.339784553841e-12       0.000000000000e+00       6.948064497169e-12       9.728678232269e-13      -6.132052258450e-15 
  115       4.285601472555e-10       1.305327705861e-13      -4.422768959917e-12       0.000000000000e+00       6.785157206031e-12       9.557945952762e-13      -6.061068039645e-15 
  116       4.330935041230e-10       1.319952165600e-13      -4.504769826989e-12       0.000000000000e+00       6.627389010547e-12       9.392067075250e-13      -5.991104166368e-15 
  117       4.376431102724e-10       1.334097868430e-13      -4.585712930345e-12       0.000000000000e+00       6.474610939177e-12       9.230928024796e-13      -5.922286200629e-15 
  118       4.422079847605e-10       1.347749576692e-13      -4.665523756251e-12       0.000000000000e+00       6.326635496728e-12       9.074377524278e-13      -5.854737081691e-15 
  119       4.467870302810e-10       1.360892294197e-13      -4.744127531112e-12       0.000000000000e+00       6.183235586191e-12       8.922225510051e-13      -5.788576952566e-15 
  120       4.513790297581e-10       1.373511278526e-13      -4.821449250643e-12       0.000000000000e+00       6.044143430583e-12       8.774242047604e-13      -5.723922986519e-15 
  121       4.559826429401e-10       1.385592053335e-13      -4.897413709028e-12       0.000000000000e+00       5.909049494789e-12       8.630156247223e-13      -5.660889213558e-15 
  122       4.605964029921e-10       1.397120420662e-13      -4.971945528085e-12       0.000000000000e+00       5.777601407404e-12       8.489655179644e-13      -5.599586346936e-15 
  123       4.652188887061e-10       1.408082942744e-13      -5.044969963575e-12       0.000000000000e+00       5.649479988956e-12       8.352451021498e-13      -5.540085176869e-15 
  124       4.698492707857e-10       1.418468423978e-13      -5.116415366875e-12       0.000000000000e+00       5.524639523015e-12       8.218493535722e-13      -5.482302359467e-15 
  125       4.744868221917e-10       1.428266623195e-13      -5.186211062387e-12       0.000000000000e+00       5.403093184533e-12       8.087780071434e-13      -5.426101118943e-15 
  126       4.791307461430e-10       1.437467815214e-13      -5.254286630640e-12       0.000000000000e+00       5.284837939160e-12       7.960288978645e-13      -5.371326049769e-15 
  127       4.837801740922e-10       1.446062806843e-13      -5.320571943570e-12       0.000000000000e+00       5.169854071735e-12       7.835979060740e-13      -5.317802656524e-15 
  128       4.884341637002e-10       1.454042952872e-13      -5.384997199798e-12       0.000000000000e+00       5.058104714789e-12       7.714789026956e-13      -5.265336893752e-15 
  129       4.930916968116e-10       1.461400172076e-13      -5.447492959912e-12       0.000000000000e+00       4.949535377048e-12       7.596636944863e-13      -5.213714705802e-15 
  130       4.977516774300e-10       1.468126963206e-13      -5.507990181742e-12       0.000000000000e+00       4.844073471930e-12       7.481419692841e-13      -5.162701566690e-15 
  131       5.024129296926e-10       1.474216420989e-13      -5.566420255642e-12       0.000000000000e+00       4.741627846045e-12       7.369012412558e-13      -5.112042019943e-15 
  132       5.070741958460e-10       1.479662252126e-13      -5.622715039768e-12       0.000000000000e+00       4.642088307696e-12       7.259267961452e-13      -5.061459218453e-15 
  133       5.117341342205e-10       1.484458791285e-13      -5.676806895355e-12       0.000000000000e+00       4.545325155381e-12       7.152016365211e-13      -5.010654464325e-15 
  134       5.163913172062e-10       1.488601017105e-13      -5.728628722000e-12       0.000000000000e+00       4.451188706290e-12       7.047064270245e-13      -4.959306748732e-15 
  135       5.210442292272e-10       1.492084568184e-13      -5.778113992937e-12       0.000000000000e+00       4.359508824806e-12       6.944194396175e-13      -4.907072291763e-15 
  136       5.256912647173e-10       1.494905759084e-13      -5.825196790319e-12       0.000000000000e+00       4.270094451006e-12       6.843164988304e-13      -4.853584082275e-15 
  137       5.303308689700e-10       1.497061873196e-13      -5.869812538128e-12       0.000000000000e+00       4.182774134476e-12       6.743762739038e-13      -4.798533627992e-15 
  138       5.349619814254e-10       1.498552041685e-13      -5.911900211833e-12       0.000000000000e+00       4.097523367701e-12       6.645968891723e-13      -4.741926727317e-15 
  139       5.395836346288e-10       1.499376486254e-13      -5.951400425343e-12       0.000000000000e+00       4.014349596386e-12       6.549809366991e-13      -4.683853415324e-15 
  140       5.441948143632e-10       1.499536268018e-13      -5.988254793225e-12       0.000000000000e+00       3.933252187131e-12       6.455302629846e-13      -4.624408189377e-15 
  141       5.487944585319e-10       1.499033305267e-13      -6.022405970411e-12       0.000000000000e+00       3.854222216202e-12       6.362459481523e-13      -4.563690070787e-15 
  142       5.533814560402e-10       1.497870391210e-13      -6.053797691909e-12       0.000000000000e+00       3.777242258298e-12       6.271282851339e-13      -4.501802666462e-15 
  143       5.579546456772e-10       1.496051211739e-13      -6.082374812505e-12       0.000000000000e+00       3.702286175320e-12       6.181767588555e-13      -4.438854230563e-15 
  144       5.625128149982e-10       1.493580363175e-13      -6.108083346472e-12       0.000000000000e+00       3.629318905140e-12       6.093900254233e-13      -4.374957726164e-15 
  145       5.670546992064e-10       1.490463370030e-13      -6.130870507277e-12       0.000000000000e+00       3.558296250369e-12       6.007658913088e-13      -4.310230886900e-15 
  146       5.715789800348e-10       1.486706702756e-13      -6.150684747288e-12       0.000000000000e+00       3.489164667127e-12       5.923012925348e-13      -4.244796278628e-15 
  147       5.760842846284e-10       1.482317795501e-13      -6.167475797483e-12       0.000000000000e+00       3.421861053811e-12       5.839922738610e-13      -4.178781361080e-15 
  148       5.805691844261e-10       1.477305063865e-13      -6.181194707150e-12       0.000000000000e+00       3.356312539862e-12       5.758339679697e-13      -4.112318549515e-15 
  149       5.850321940426e-10       1.471677922653e-13      -6.191793883604e-12       0.000000000000e+00       3.292436274538e-12       5.678205746514e-13      -4.045545276381e-15 
  150       5.894717701505e-10       1.465446803627e-13      -6.199227131886e-12       0.000000000000e+00       3.230139215677e-12       5.599453399905e-13      -3.978604052964e-15 
  151       5.938863103622e-10       1.458623173266e-13      -6.203449694472e-12       0.000000000000e+00       3.169317918472e-12       5.522005355510e-13      -3.911642531046e-15 
  152       5.982741521119e-10       1.451219550517e-13      -6.204418290984e-12       0.000000000000e+00       3.109858324234e-12       5.445774375620e-13      -3.844813564557e-15 
  153       6.026336936656e-10       1.443249361151e-13      -6.202091360056e-12       0.000000000000e+00       3.051659337083e-12       5.370684353248e-13      -3.778252045429e-15 
  154       6.069637721585e-10       1.434726448242e-13      -6.196429726686e-12       0.000000000000e+00       2.994706464091e-12       5.296736207258e-13      -3.712002858978e-15 
  155       6.112633187234e-10       1.425665549835e-13      -6.187396072901e-12       0.000000000000e+00       2.939004648166e-12       5.223947742997e-13      -3.646086319280e-15 
  156       6.155312390282e-10       1.416082475035e-13      -6.174954781568e-12       0.000000000000e+00       2.884555005894e-12       5.152332811618e-13      -3.580520737055e-15 
  157       6.197664127799e-10       1.405994120927e-13      -6.159071977126e-12       0.000000000000e+00       2.831354737466e-12       5.081901210373e-13      -3.515322363026e-15 
  158       6.239676932286e-10       1.395418489499e-13      -6.139715566321e-12       0.000000000000e+00       2.779397036593e-12       5.012658582913e-13      -3.450505331293e-15 
