# z=2.0049 a=0.332786 mass=0.9281823632
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
4.00234608e+00  6.88000484e+00  261892
4.01490524e+00  6.87438712e+00  259134
4.02745444e+00  6.88625301e+00  254926
4.04002216e+00  6.92976373e+00  253314
4.05260811e+00  6.93373012e+00  249346
4.06517472e+00  6.95239319e+00  245680
4.07772201e+00  6.96329467e+00  242442
4.09028980e+00  6.96960348e+00  239386
4.10287367e+00  7.01789691e+00  236544
4.11544764e+00  7.04310460e+00  232294
4.12800893e+00  7.05146366e+00  229044
4.14058557e+00  7.09211324e+00  226300
4.15316944e+00  7.10784341e+00  221938
4.16570849e+00  7.14712071e+00  218262
4.17824518e+00  7.16832117e+00  214594
4.19083460e+00  7.19382550e+00  212892
4.20340609e+00  7.22262885e+00  207190
4.21594547e+00  7.24670006e+00  204354
4.22851159e+00  7.29365057e+00  201232
4.24107578e+00  7.30623235e+00  196600
4.25364150e+00  7.32989212e+00  194238
4.26621340e+00  7.36432629e+00  189526
4.27880024e+00  7.41112726e+00  186828
4.29137880e+00  7.42179412e+00  182296
4.30391579e+00  7.46955962e+00  177748
4.31648067e+00  7.51191280e+00  175806
4.32906096e+00  7.54197625e+00  170470
4.34163434e+00  7.59280224e+00  167646
4.35419826e+00  7.64382588e+00  163120
4.36675348e+00  7.70429285e+00  158982
4.37930905e+00  7.67721636e+00  155878
4.39187628e+00  7.74015330e+00  151030
4.40443446e+00  7.77770653e+00  147948
4.41699700e+00  7.75809647e+00  143248
4.42958745e+00  7.88046038e+00  140124
4.44215164e+00  7.83342574e+00  135202
4.45467624e+00  7.87128669e+00  130662
4.46725585e+00  7.92518736e+00  128578
4.47985758e+00  7.92567387e+00  122566
4.49240168e+00  7.91690279e+00  119304
4.50496214e+00  7.92439405e+00  114700
4.51751987e+00  7.95563186e+00  110592
4.53007553e+00  7.93200319e+00  106510
4.54260782e+00  7.89513908e+00  101716
4.55517946e+00  7.83094158e+00  98715
4.56779661e+00  7.87776283e+00  94615
4.58034002e+00  7.85923762e+00  90513
4.59290715e+00  7.87338784e+00  88351
4.60550746e+00  7.85248918e+00  84555
4.61806652e+00  7.85691754e+00  81709
4.63061348e+00  7.87000528e+00  78724
4.64316981e+00  7.85384487e+00  76233
4.65575170e+00  7.87745581e+00  73561
4.66831088e+00  7.91788307e+00  70830
4.68083874e+00  7.91405656e+00  68230
4.69341420e+00  7.93279334e+00  66498
4.70600658e+00  7.98277513e+00  63586
4.71857979e+00  8.01818464e+00  61774
4.73110775e+00  8.05220211e+00  58794
4.74365157e+00  8.05277251e+00  57547
4.75628181e+00  8.08255852e+00  55350
4.76885619e+00  8.19158742e+00  53023
4.78138516e+00  8.10789521e+00  51099
4.79397628e+00  8.16340436e+00  49555
4.80660710e+00  8.24266917e+00  47659
4.81914615e+00  8.23048095e+00  45291
4.83166160e+00  8.32310777e+00  43999
4.84428771e+00  8.35264022e+00  42483
4.85686012e+00  8.42369098e+00  40327
4.86935554e+00  8.49590623e+00  38827
4.88194043e+00  8.54475614e+00  37683
4.89459796e+00  8.68122313e+00  36055
4.90713824e+00  8.65834402e+00  34098
4.91960008e+00  8.77707972e+00  32779
4.93221847e+00  8.85840320e+00  31992
4.94482861e+00  8.75567605e+00  29959
4.95732710e+00  8.95625010e+00  28828
4.96986863e+00  8.96177380e+00  27615
4.98248566e+00  9.04747976e+00  26488
4.99511075e+00  9.18166653e+00  25203
5.00760758e+00  9.24881318e+00  23656
5.02010091e+00  9.36575575e+00  22887
5.03277631e+00  9.50395292e+00  21952
5.04539390e+00  9.63335223e+00  20500
5.05782424e+00  9.65385911e+00  19323
5.07038990e+00  9.74106345e+00  18814
5.08310603e+00  9.79783036e+00  17688
5.09566720e+00  9.87794502e+00  16504
5.10805545e+00  1.01573446e+01  15444
5.12067144e+00  1.01523778e+01  15151
5.13344763e+00  1.02675530e+01  14032
5.14589503e+00  1.04970100e+01  12792
5.15822505e+00  1.04168953e+01  12256
5.17095099e+00  1.07056804e+01  11844
5.18370039e+00  1.10955873e+01  10780
5.19611864e+00  1.09611180e+01  9868
5.20859432e+00  1.08934372e+01  9486
5.22134900e+00  1.12830002e+01  8824
5.23386567e+00  1.15844667e+01  7896
5.24601709e+00  1.19415312e+01  7228
5.25879506e+00  1.20692407e+01  7332
5.27182115e+00  1.21814819e+01  6292
5.28405957e+00  1.21851847e+01  5524
5.29607902e+00  1.24693858e+01  5172
5.30908192e+00  1.23669153e+01  5188
5.32236057e+00  1.29216407e+01  4386
5.33439029e+00  1.32438181e+01  3520
5.34618180e+00  1.34770970e+01  3516
5.35946353e+00  1.36271881e+01  3388
5.37293386e+00  1.38699053e+01  2800
5.38439671e+00  1.45881015e+01  1932
5.39592935e+00  1.40473520e+01  2236
5.40978388e+00  1.51044596e+01  2013
5.42364053e+00  1.51048815e+01  1576
5.43419581e+00  1.54216087e+01  846
5.44557289e+00  1.50424387e+01  1228
5.45989569e+00  1.65396820e+01  964
5.47413058e+00  1.68997249e+01  717
5.48497641e+00  1.77069881e+01  304
5.49574664e+00  1.65137287e+01  444
5.51008628e+00  1.73858561e+01  292
5.52439869e+00  1.66396456e+01  172
5.53578558e+00  1.79879097e+01  51
5.54566396e+00  1.86574163e+01  52
5.55931162e+00  1.52596455e+01  12
5.57199165e+00  1.16462900e-01  1
