# z=0.4992 a=0.667006 mass=0.9230806993
# k [h/Mpc]  P(k) [(Mpc/h)^3]  Nmodes
5.25879506e+00  2.06379743e+07  7332
5.27182115e+00  2.09367738e+07  6292
5.28405957e+00  2.12822746e+07  5524
5.29607902e+00  2.15882339e+07  5172
5.30908192e+00  2.18355112e+07  5188
5.32236057e+00  2.21940637e+07  4386
5.33439029e+00  2.26226203e+07  3520
5.34618180e+00  2.29362881e+07  3516
5.35946353e+00  2.32766649e+07  3388
5.37293386e+00  2.37187450e+07  2800
5.38439671e+00  2.42050787e+07  1932
5.39592935e+00  2.45676849e+07  2236
5.40978388e+00  2.50477185e+07  2013
5.42364053e+00  2.55742610e+07  1576
5.43419581e+00  2.61071430e+07  846
5.44557289e+00  2.65302221e+07  1228
5.45989569e+00  2.71804877e+07  964
5.47413058e+00  2.78567069e+07  717
5.48497641e+00  2.84264161e+07  304
5.49574664e+00  2.89773892e+07  444
5.51008628e+00  2.97701668e+07  292
5.52439869e+00  3.06075195e+07  172
5.53578558e+00  3.13068614e+07  51
5.54566396e+00  3.19425932e+07  52
5.55931162e+00  3.28599878e+07  12
5.57199165e+00  3.37536303e+07  1
